NAME,LTP,DC,DO,DH,DL,PDC,DATE_TIME,DATE_TODAY,HOUR,MIN
ULTCEM,"4,036.35","3,980.55","3,982.00","4,085.00","3,970.00","3,980.55",2019-10-11 11:58:49,2019-10-11,11,58
TECMAH,713.20,710.85,702.50,714.00,698.05,710.85,2019-10-11 11:58:49,2019-10-11,11,58
SUNPHA,384.20,386.95,386.95,388.90,381.60,386.95,2019-10-11 11:58:49,2019-10-11,11,58
ONGC,127.65,125.40,125.45,129.65,125.45,125.40,2019-10-11 11:58:49,2019-10-11,11,58
BAAUTO,"2,889.55","2,888.00","2,878.00","2,924.50","2,878.00","2,888.00",2019-10-11 11:58:49,2019-10-11,11,58
BHARAS,"5,691.00","5,658.30","5,800.00","5,805.80","5,691.00","5,658.30",2019-10-11 11:58:49,2019-10-11,11,58
INDOIL,142.85,148.10,148.00,148.90,140.75,148.10,2019-10-11 11:58:49,2019-10-11,11,58
COALIN,187.80,184.50,185.00,190.20,185.00,184.50,2019-10-11 11:58:49,2019-10-11,11,58
WIPRO,238.60,239.15,237.60,240.00,236.70,239.15,2019-10-11 11:58:49,2019-10-11,11,58
HERHON,"2,583.90","2,601.95","2,618.80","2,634.00","2,568.90","2,601.95",2019-10-11 11:58:49,2019-10-11,11,58
BRIIND,"3,068.10","3,037.45","3,049.00","3,096.90","3,038.10","3,037.45",2019-10-11 11:58:49,2019-10-11,11,58
UNIP,589.90,583.30,582.50,591.70,581.00,583.30,2019-10-11 11:58:49,2019-10-11,11,58
DRREDD,"2,637.40","2,633.45","2,652.35","2,654.85","2,607.80","2,633.45",2019-10-11 11:58:49,2019-10-11,11,58
ADAPOR,402.00,399.95,407.30,407.30,396.10,399.95,2019-10-11 11:58:49,2019-10-11,11,58
GRASIM,692.75,696.15,700.00,705.80,688.25,696.15,2019-10-11 11:58:49,2019-10-11,11,58
VEDLIM,143.15,141.35,142.90,148.20,142.25,141.35,2019-10-11 11:58:49,2019-10-11,11,58
HINDAL,186.00,182.35,184.95,189.05,183.80,182.35,2019-10-11 11:58:49,2019-10-11,11,58
TATSTE,334.15,329.70,333.25,342.50,332.05,329.70,2019-10-11 11:58:49,2019-10-11,11,58
EICMOT,"18,101.55","18,060.05","18,209.20","18,329.75","17,934.00","18,060.05",2019-10-11 11:58:49,2019-10-11,11,58
GAIL,125.60,127.40,127.40,128.60,125.40,127.40,2019-10-11 11:58:49,2019-10-11,11,58
JSWSTE,214.40,213.80,215.50,220.80,212.80,213.80,2019-10-11 11:58:49,2019-10-11,11,58
BHAINF,256.45,256.70,256.70,258.10,252.60,256.70,2019-10-11 11:58:49,2019-10-11,11,58
CIPLA,426.70,422.25,425.00,434.00,389.55,422.25,2019-10-11 11:58:49,2019-10-11,11,58
TATMOT,118.30,116.90,117.70,119.85,117.25,116.90,2019-10-11 11:58:49,2019-10-11,11,58
ZEEENT,243.50,244.95,246.00,249.30,235.10,244.95,2019-10-11 11:58:49,2019-10-11,11,58
YESBAN,38.00,40.95,41.00,41.95,37.00,40.95,2019-10-11 11:58:49,2019-10-11,11,58
BSESEN,"37,959.83","37,880.40","37,994.48","38,345.41","37,737.85","37,880.40",2019-10-11 12:30:17,2019-10-11,12,30
HDFBAN,"1,200.50","1,199.95","1,213.00","1,224.10","1,189.10","1,199.95",2019-10-11 12:30:17,2019-10-11,12,30
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,2019-10-11 12:30:17,2019-10-11,12,30
HDFC,"2,007.40","1,987.75","2,000.00","2,024.90","1,980.80","1,987.75",2019-10-11 12:30:17,2019-10-11,12,30
INFTEC,803.05,782.90,785.95,813.00,777.00,782.90,2019-10-11 12:30:17,2019-10-11,12,30
ICIBAN,426.50,423.70,429.40,433.30,422.15,423.70,2019-10-11 12:30:17,2019-10-11,12,30
ITC,243.75,242.95,243.00,246.20,241.25,242.95,2019-10-11 12:30:17,2019-10-11,12,30
TCS,"1,977.35","2,004.40","1,933.00","1,984.85","1,929.00","2,004.40",2019-10-11 12:30:17,2019-10-11,12,30
KOTMAH,"1,581.70","1,585.85","1,592.00","1,624.90","1,575.75","1,585.85",2019-10-11 12:30:17,2019-10-11,12,30
LARTOU,"1,427.15","1,425.35","1,432.40","1,449.90","1,420.50","1,425.35",2019-10-11 12:30:17,2019-10-11,12,30
HINLEV,"1,999.05","1,967.50","1,995.00","2,000.50","1,976.90","1,967.50",2019-10-11 12:30:17,2019-10-11,12,30
AXIBAN,671.70,672.90,675.10,685.90,668.70,672.90,2019-10-11 12:30:17,2019-10-11,12,30
STABAN,254.00,254.05,256.70,261.40,251.60,254.05,2019-10-11 12:30:17,2019-10-11,12,30
BAJFI,"3,949.00","3,948.45","3,973.00","4,015.00","3,925.20","3,948.45",2019-10-11 12:30:17,2019-10-11,12,30
MARUTI,"6,662.75","6,610.15","6,650.00","6,719.25","6,630.00","6,610.15",2019-10-11 12:30:17,2019-10-11,12,30
INDBA,"1,204.45","1,228.95","1,240.00","1,253.85","1,192.00","1,228.95",2019-10-11 12:30:17,2019-10-11,12,30
ASIPAI,"1,775.80","1,778.45","1,782.00","1,801.60","1,764.55","1,778.45",2019-10-11 12:30:17,2019-10-11,12,30
BHAAIR,379.55,377.40,376.40,380.00,372.55,377.40,2019-10-11 12:30:17,2019-10-11,12,30
HCLTEC,"1,079.00","1,063.65","1,057.80","1,089.85","1,042.50","1,063.65",2019-10-11 12:30:17,2019-10-11,12,30
TITIND,"1,234.05","1,235.00","1,240.00","1,241.15","1,215.10","1,235.00",2019-10-11 12:30:17,2019-10-11,12,30
MAHMAH,557.30,566.55,570.00,575.50,555.80,566.55,2019-10-11 12:30:17,2019-10-11,12,30
BAFINS,"8,150.00","8,201.45","8,224.00","8,328.70","8,106.00","8,201.45",2019-10-11 12:30:17,2019-10-11,12,30
NTPC,116.50,117.10,116.70,118.25,116.45,117.10,2019-10-11 12:30:17,2019-10-11,12,30
NESIND,"13,910.50","13,839.85","13,840.00","13,990.00","13,840.00","13,839.85",2019-10-11 12:30:17,2019-10-11,12,30
POWGRI,201.50,199.15,199.90,204.15,199.00,199.15,2019-10-11 12:30:17,2019-10-11,12,30
ULTCEM,"4,051.00","3,980.55","3,982.00","4,085.00","3,970.00","3,980.55",2019-10-11 12:30:17,2019-10-11,12,30
TECMAH,713.50,710.85,702.50,714.90,698.05,710.85,2019-10-11 12:30:17,2019-10-11,12,30
SUNPHA,383.05,386.95,386.95,388.90,381.60,386.95,2019-10-11 12:30:17,2019-10-11,12,30
ONGC,127.90,125.40,125.45,129.65,125.45,125.40,2019-10-11 12:30:17,2019-10-11,12,30
BAAUTO,"2,892.80","2,888.00","2,878.00","2,924.50","2,878.00","2,888.00",2019-10-11 12:30:17,2019-10-11,12,30
BHARAS,"5,691.00","5,658.30","5,800.00","5,805.80","5,691.00","5,658.30",2019-10-11 12:30:17,2019-10-11,12,30
INDOIL,142.40,148.10,148.00,148.90,140.75,148.10,2019-10-11 12:30:17,2019-10-11,12,30
COALIN,187.20,184.50,185.00,190.20,185.00,184.50,2019-10-11 12:30:17,2019-10-11,12,30
WIPRO,238.55,239.15,237.60,240.00,236.70,239.15,2019-10-11 12:30:17,2019-10-11,12,30
HERHON,"2,580.70","2,601.95","2,618.80","2,634.00","2,568.90","2,601.95",2019-10-11 12:30:17,2019-10-11,12,30
BRIIND,"3,074.00","3,037.45","3,049.00","3,096.90","3,038.10","3,037.45",2019-10-11 12:30:17,2019-10-11,12,30
UNIP,590.50,583.30,582.50,591.70,581.00,583.30,2019-10-11 12:30:17,2019-10-11,12,30
DRREDD,"2,628.45","2,633.45","2,652.35","2,654.85","2,607.80","2,633.45",2019-10-11 12:30:17,2019-10-11,12,30
ADAPOR,403.00,399.95,407.30,407.30,396.10,399.95,2019-10-11 12:30:17,2019-10-11,12,30
GRASIM,691.20,696.15,700.00,705.80,688.25,696.15,2019-10-11 12:30:17,2019-10-11,12,30
VEDLIM,143.95,141.35,142.90,148.20,142.25,141.35,2019-10-11 12:30:17,2019-10-11,12,30
HINDAL,185.20,182.35,184.95,189.05,183.80,182.35,2019-10-11 12:30:17,2019-10-11,12,30
TATSTE,335.00,329.70,333.25,342.50,332.05,329.70,2019-10-11 12:30:17,2019-10-11,12,30
EICMOT,"18,123.45","18,060.05","18,209.20","18,329.75","17,934.00","18,060.05",2019-10-11 12:30:17,2019-10-11,12,30
GAIL,125.35,127.40,127.40,128.60,125.00,127.40,2019-10-11 12:30:17,2019-10-11,12,30
JSWSTE,215.10,213.80,215.50,220.80,212.80,213.80,2019-10-11 12:30:17,2019-10-11,12,30
BHAINF,256.95,256.70,256.70,258.10,252.60,256.70,2019-10-11 12:30:17,2019-10-11,12,30
CIPLA,430.00,422.25,425.00,434.00,389.55,422.25,2019-10-11 12:30:17,2019-10-11,12,30
TATMOT,118.35,116.90,117.70,119.85,117.25,116.90,2019-10-11 12:30:17,2019-10-11,12,30
ZEEENT,243.00,244.95,246.00,249.30,235.10,244.95,2019-10-11 12:30:17,2019-10-11,12,30
YESBAN,38.50,40.95,41.00,41.95,37.00,40.95,2019-10-11 12:30:17,2019-10-11,12,30
BSESEN,"38,022.02","37,880.40","37,994.48","38,345.41","37,737.85","37,880.40",2019-10-11 13:01:44,2019-10-11,13,01
HDFBAN,"1,205.80","1,199.95","1,213.00","1,224.10","1,189.10","1,199.95",2019-10-11 13:01:44,2019-10-11,13,01
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,2019-10-11 13:01:44,2019-10-11,13,01
HDFC,"2,003.35","1,987.75","2,000.00","2,024.90","1,980.80","1,987.75",2019-10-11 13:01:44,2019-10-11,13,01
INFTEC,804.00,782.90,785.95,813.00,777.00,782.90,2019-10-11 13:01:44,2019-10-11,13,01
ICIBAN,428.50,423.70,429.40,433.30,422.15,423.70,2019-10-11 13:01:44,2019-10-11,13,01
ITC,243.40,242.95,243.00,246.20,241.25,242.95,2019-10-11 13:01:44,2019-10-11,13,01
TCS,"1,978.05","2,004.40","1,933.00","1,984.85","1,929.00","2,004.40",2019-10-11 13:01:44,2019-10-11,13,01
KOTMAH,"1,595.05","1,585.85","1,592.00","1,624.90","1,575.75","1,585.85",2019-10-11 13:01:44,2019-10-11,13,01
LARTOU,"1,429.00","1,425.35","1,432.40","1,449.90","1,420.50","1,425.35",2019-10-11 13:01:44,2019-10-11,13,01
HINLEV,"1,994.80","1,967.50","1,995.00","2,005.35","1,976.90","1,967.50",2019-10-11 13:01:44,2019-10-11,13,01
AXIBAN,674.85,672.90,675.10,685.90,668.70,672.90,2019-10-11 13:01:44,2019-10-11,13,01
STABAN,254.75,254.05,256.70,261.40,251.60,254.05,2019-10-11 13:01:44,2019-10-11,13,01
BAJFI,"3,963.00","3,948.45","3,973.00","4,015.00","3,925.20","3,948.45",2019-10-11 13:01:44,2019-10-11,13,01
MARUTI,"6,660.00","6,610.15","6,650.00","6,719.25","6,630.00","6,610.15",2019-10-11 13:01:44,2019-10-11,13,01
INDBA,"1,218.00","1,228.95","1,240.00","1,253.85","1,192.00","1,228.95",2019-10-11 13:01:44,2019-10-11,13,01
ASIPAI,"1,776.75","1,778.45","1,782.00","1,801.60","1,764.55","1,778.45",2019-10-11 13:01:44,2019-10-11,13,01
BHAAIR,379.85,377.40,376.40,381.90,372.55,377.40,2019-10-11 13:01:44,2019-10-11,13,01
HCLTEC,"1,079.00","1,063.65","1,057.80","1,089.85","1,042.50","1,063.65",2019-10-11 13:01:44,2019-10-11,13,01
TITIND,"1,233.10","1,235.00","1,240.00","1,241.15","1,215.10","1,235.00",2019-10-11 13:01:44,2019-10-11,13,01
MAHMAH,555.85,566.55,570.00,575.50,554.30,566.55,2019-10-11 13:01:44,2019-10-11,13,01
BAFINS,"8,177.00","8,201.45","8,224.00","8,328.70","8,106.00","8,201.45",2019-10-11 13:01:44,2019-10-11,13,01
NTPC,116.25,117.10,116.70,118.25,115.95,117.10,2019-10-11 13:01:44,2019-10-11,13,01
NESIND,"13,934.20","13,839.85","13,840.00","13,990.00","13,840.00","13,839.85",2019-10-11 13:01:44,2019-10-11,13,01
POWGRI,201.30,199.15,199.90,204.15,199.00,199.15,2019-10-11 13:01:44,2019-10-11,13,01
ULTCEM,"4,060.50","3,980.55","3,982.00","4,085.00","3,970.00","3,980.55",2019-10-11 13:01:44,2019-10-11,13,01
TECMAH,714.55,710.85,702.50,715.40,698.05,710.85,2019-10-11 13:01:44,2019-10-11,13,01
SUNPHA,383.80,386.95,386.95,388.90,381.60,386.95,2019-10-11 13:01:44,2019-10-11,13,01
ONGC,127.80,125.40,125.45,129.65,125.45,125.40,2019-10-11 13:01:44,2019-10-11,13,01
BAAUTO,"2,901.20","2,888.00","2,878.00","2,924.50","2,878.00","2,888.00",2019-10-11 13:01:44,2019-10-11,13,01
BHARAS,"5,689.90","5,658.30","5,800.00","5,805.80","5,689.90","5,658.30",2019-10-11 13:01:44,2019-10-11,13,01
INDOIL,143.00,148.10,148.00,148.90,140.75,148.10,2019-10-11 13:01:44,2019-10-11,13,01
COALIN,186.75,184.50,185.00,190.20,185.00,184.50,2019-10-11 13:01:44,2019-10-11,13,01
WIPRO,238.65,239.15,237.60,240.00,236.70,239.15,2019-10-11 13:01:44,2019-10-11,13,01
HERHON,"2,589.00","2,601.95","2,618.80","2,634.00","2,568.90","2,601.95",2019-10-11 13:01:44,2019-10-11,13,01
BRIIND,"3,074.00","3,037.45","3,049.00","3,096.90","3,038.10","3,037.45",2019-10-11 13:01:44,2019-10-11,13,01
UNIP,592.50,583.30,582.50,592.50,581.00,583.30,2019-10-11 13:01:44,2019-10-11,13,01
DRREDD,"2,630.10","2,633.45","2,652.35","2,654.85","2,607.80","2,633.45",2019-10-11 13:01:44,2019-10-11,13,01
ADAPOR,404.20,399.95,407.30,407.30,396.10,399.95,2019-10-11 13:01:44,2019-10-11,13,01
GRASIM,691.15,696.15,700.00,705.80,688.25,696.15,2019-10-11 13:01:44,2019-10-11,13,01
VEDLIM,143.15,141.35,142.90,148.20,141.30,141.35,2019-10-11 13:01:44,2019-10-11,13,01
HINDAL,185.20,182.35,184.95,189.05,183.80,182.35,2019-10-11 13:01:44,2019-10-11,13,01
TATSTE,335.05,329.70,333.25,342.50,332.05,329.70,2019-10-11 13:01:44,2019-10-11,13,01
EICMOT,"18,148.90","18,060.05","18,209.20","18,329.75","17,934.00","18,060.05",2019-10-11 13:01:44,2019-10-11,13,01
GAIL,125.10,127.40,127.40,128.60,124.70,127.40,2019-10-11 13:01:44,2019-10-11,13,01
JSWSTE,215.65,213.80,215.50,220.80,212.80,213.80,2019-10-11 13:01:44,2019-10-11,13,01
BHAINF,257.55,256.70,256.70,258.10,252.60,256.70,2019-10-11 13:01:44,2019-10-11,13,01
CIPLA,432.35,422.25,425.00,434.00,389.55,422.25,2019-10-11 13:01:44,2019-10-11,13,01
TATMOT,118.65,116.90,117.70,119.85,117.25,116.90,2019-10-11 13:01:44,2019-10-11,13,01
ZEEENT,243.00,244.95,246.00,249.30,235.10,244.95,2019-10-11 13:01:44,2019-10-11,13,01
YESBAN,38.85,40.95,41.00,41.95,37.00,40.95,2019-10-11 13:01:44,2019-10-11,13,01
BSESEN,"38,003.30","37,880.40","37,994.48","38,345.41","37,737.85","37,880.40",2019-10-11 13:33:05,2019-10-11,13,33
HDFBAN,"1,201.35","1,199.95","1,213.00","1,224.10","1,189.10","1,199.95",2019-10-11 13:33:05,2019-10-11,13,33
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,2019-10-11 13:33:05,2019-10-11,13,33
HDFC,"2,006.20","1,987.75","2,000.00","2,024.90","1,980.80","1,987.75",2019-10-11 13:33:05,2019-10-11,13,33
INFTEC,805.20,782.90,785.95,813.00,777.00,782.90,2019-10-11 13:33:05,2019-10-11,13,33
ICIBAN,427.50,423.70,429.40,433.30,422.15,423.70,2019-10-11 13:33:05,2019-10-11,13,33
ITC,244.20,242.95,243.00,246.20,241.25,242.95,2019-10-11 13:33:05,2019-10-11,13,33
TCS,"1,978.90","2,004.40","1,933.00","1,984.85","1,929.00","2,004.40",2019-10-11 13:33:05,2019-10-11,13,33
KOTMAH,"1,585.10","1,585.85","1,592.00","1,624.90","1,575.75","1,585.85",2019-10-11 13:33:05,2019-10-11,13,33
LARTOU,"1,429.40","1,425.35","1,432.40","1,449.90","1,420.50","1,425.35",2019-10-11 13:33:05,2019-10-11,13,33
HINLEV,"2,003.30","1,967.50","1,995.00","2,005.35","1,976.90","1,967.50",2019-10-11 13:33:05,2019-10-11,13,33
AXIBAN,672.15,672.90,675.10,685.90,668.70,672.90,2019-10-11 13:33:05,2019-10-11,13,33
STABAN,254.45,254.05,256.70,261.40,251.60,254.05,2019-10-11 13:33:05,2019-10-11,13,33
BAJFI,"3,950.00","3,948.45","3,973.00","4,015.00","3,925.20","3,948.45",2019-10-11 13:33:05,2019-10-11,13,33
MARUTI,"6,658.00","6,610.15","6,650.00","6,719.25","6,630.00","6,610.15",2019-10-11 13:33:05,2019-10-11,13,33
INDBA,"1,207.45","1,228.95","1,240.00","1,253.85","1,192.00","1,228.95",2019-10-11 13:33:05,2019-10-11,13,33
ASIPAI,"1,779.00","1,778.45","1,782.00","1,801.60","1,764.55","1,778.45",2019-10-11 13:33:05,2019-10-11,13,33
BHAAIR,377.55,377.40,376.40,381.90,372.55,377.40,2019-10-11 13:33:05,2019-10-11,13,33
HCLTEC,"1,079.00","1,063.65","1,057.80","1,089.85","1,042.50","1,063.65",2019-10-11 13:33:05,2019-10-11,13,33
TITIND,"1,235.00","1,235.00","1,240.00","1,241.15","1,215.10","1,235.00",2019-10-11 13:33:05,2019-10-11,13,33
MAHMAH,555.65,566.55,570.00,575.50,554.30,566.55,2019-10-11 13:33:05,2019-10-11,13,33
BAFINS,"8,177.35","8,201.45","8,224.00","8,328.70","8,106.00","8,201.45",2019-10-11 13:33:05,2019-10-11,13,33
NTPC,116.50,117.10,116.70,118.25,115.95,117.10,2019-10-11 13:33:05,2019-10-11,13,33
NESIND,"13,940.05","13,839.85","13,840.00","13,990.00","13,840.00","13,839.85",2019-10-11 13:33:05,2019-10-11,13,33
POWGRI,201.00,199.15,199.90,204.15,199.00,199.15,2019-10-11 13:33:05,2019-10-11,13,33
ULTCEM,"4,068.00","3,980.55","3,982.00","4,085.00","3,970.00","3,980.55",2019-10-11 13:33:05,2019-10-11,13,33
TECMAH,715.75,710.85,702.50,717.60,698.05,710.85,2019-10-11 13:33:05,2019-10-11,13,33
SUNPHA,383.70,386.95,386.95,388.90,381.60,386.95,2019-10-11 13:33:05,2019-10-11,13,33
ONGC,128.35,125.40,125.45,129.65,125.45,125.40,2019-10-11 13:33:05,2019-10-11,13,33
BAAUTO,"2,895.75","2,888.00","2,878.00","2,924.50","2,878.00","2,888.00",2019-10-11 13:33:05,2019-10-11,13,33
BHARAS,"5,661.10","5,658.30","5,800.00","5,805.80","5,661.10","5,658.30",2019-10-11 13:33:05,2019-10-11,13,33
INDOIL,143.60,148.10,148.00,148.90,140.75,148.10,2019-10-11 13:33:05,2019-10-11,13,33
COALIN,187.55,184.50,185.00,190.20,185.00,184.50,2019-10-11 13:33:05,2019-10-11,13,33
WIPRO,238.70,239.15,237.60,240.00,236.70,239.15,2019-10-11 13:33:05,2019-10-11,13,33
HERHON,"2,587.45","2,601.95","2,618.80","2,634.00","2,568.90","2,601.95",2019-10-11 13:33:05,2019-10-11,13,33
BRIIND,"3,077.20","3,037.45","3,049.00","3,096.90","3,038.10","3,037.45",2019-10-11 13:33:05,2019-10-11,13,33
UNIP,589.70,583.30,582.50,593.00,581.00,583.30,2019-10-11 13:33:05,2019-10-11,13,33
DRREDD,"2,632.65","2,633.45","2,652.35","2,654.85","2,607.80","2,633.45",2019-10-11 13:33:05,2019-10-11,13,33
ADAPOR,407.75,399.95,407.30,408.90,396.10,399.95,2019-10-11 13:33:05,2019-10-11,13,33
GRASIM,699.20,696.15,700.00,705.80,688.25,696.15,2019-10-11 13:33:05,2019-10-11,13,33
VEDLIM,143.85,141.35,142.90,148.20,141.30,141.35,2019-10-11 13:33:05,2019-10-11,13,33
HINDAL,184.70,182.35,184.95,189.05,183.80,182.35,2019-10-11 13:33:05,2019-10-11,13,33
TATSTE,335.60,329.70,333.25,342.50,332.05,329.70,2019-10-11 13:33:05,2019-10-11,13,33
EICMOT,"18,137.45","18,060.05","18,209.20","18,329.75","17,934.00","18,060.05",2019-10-11 13:33:05,2019-10-11,13,33
GAIL,125.55,127.40,127.40,128.60,124.70,127.40,2019-10-11 13:33:05,2019-10-11,13,33
JSWSTE,215.30,213.80,215.50,220.80,212.80,213.80,2019-10-11 13:33:05,2019-10-11,13,33
BHAINF,257.35,256.70,256.70,258.10,252.60,256.70,2019-10-11 13:33:05,2019-10-11,13,33
CIPLA,435.95,422.25,425.00,437.40,389.55,422.25,2019-10-11 13:33:05,2019-10-11,13,33
TATMOT,119.25,116.90,117.70,119.85,117.25,116.90,2019-10-11 13:33:05,2019-10-11,13,33
ZEEENT,241.85,244.95,246.00,249.30,235.10,244.95,2019-10-11 13:33:05,2019-10-11,13,33
YESBAN,38.90,40.95,41.00,41.95,37.00,40.95,2019-10-11 13:33:05,2019-10-11,13,33
BSESEN,"38,212.75","37,880.40","37,994.48","38,345.41","37,737.85","37,880.40",2019-10-11 14:04:34,2019-10-11,14,04
HDFBAN,"1,208.25","1,199.95","1,213.00","1,224.10","1,189.10","1,199.95",2019-10-11 14:04:34,2019-10-11,14,04
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,2019-10-11 14:04:34,2019-10-11,14,04
HDFC,"2,020.45","1,987.75","2,000.00","2,024.90","1,980.80","1,987.75",2019-10-11 14:04:34,2019-10-11,14,04
INFTEC,805.55,782.90,785.95,813.00,777.00,782.90,2019-10-11 14:04:34,2019-10-11,14,04
ICIBAN,430.10,423.70,429.40,433.30,422.15,423.70,2019-10-11 14:04:34,2019-10-11,14,04
ITC,244.95,242.95,243.00,246.20,241.25,242.95,2019-10-11 14:04:34,2019-10-11,14,04
TCS,"1,987.85","2,004.40","1,933.00","1,994.40","1,929.00","2,004.40",2019-10-11 14:04:34,2019-10-11,14,04
KOTMAH,"1,599.05","1,585.85","1,592.00","1,624.90","1,575.75","1,585.85",2019-10-11 14:04:34,2019-10-11,14,04
LARTOU,"1,431.50","1,425.35","1,432.40","1,449.90","1,420.50","1,425.35",2019-10-11 14:04:34,2019-10-11,14,04
HINLEV,"2,013.30","1,967.50","1,995.00","2,015.40","1,976.90","1,967.50",2019-10-11 14:04:34,2019-10-11,14,04
AXIBAN,675.35,672.90,675.10,685.90,668.70,672.90,2019-10-11 14:04:34,2019-10-11,14,04
STABAN,257.10,254.05,256.70,261.40,251.60,254.05,2019-10-11 14:04:34,2019-10-11,14,04
BAJFI,"3,983.20","3,948.45","3,973.00","4,015.00","3,925.20","3,948.45",2019-10-11 14:04:34,2019-10-11,14,04
MARUTI,"6,708.45","6,610.15","6,650.00","6,719.25","6,630.00","6,610.15",2019-10-11 14:04:34,2019-10-11,14,04
INDBA,"1,230.00","1,228.95","1,240.00","1,253.85","1,192.00","1,228.95",2019-10-11 14:04:34,2019-10-11,14,04
ASIPAI,"1,786.80","1,778.45","1,782.00","1,801.60","1,764.55","1,778.45",2019-10-11 14:04:34,2019-10-11,14,04
BHAAIR,378.00,377.40,376.40,381.90,372.55,377.40,2019-10-11 14:04:34,2019-10-11,14,04
HCLTEC,"1,079.95","1,063.65","1,057.80","1,089.85","1,042.50","1,063.65",2019-10-11 14:04:34,2019-10-11,14,04
TITIND,"1,245.10","1,235.00","1,240.00","1,246.60","1,215.10","1,235.00",2019-10-11 14:04:34,2019-10-11,14,04
MAHMAH,559.15,566.55,570.00,575.50,554.30,566.55,2019-10-11 14:04:34,2019-10-11,14,04
BAFINS,"8,225.00","8,201.45","8,224.00","8,328.70","8,106.00","8,201.45",2019-10-11 14:04:34,2019-10-11,14,04
NTPC,116.70,117.10,116.70,118.25,115.95,117.10,2019-10-11 14:04:34,2019-10-11,14,04
NESIND,"13,971.80","13,839.85","13,840.00","13,990.00","13,840.00","13,839.85",2019-10-11 14:04:34,2019-10-11,14,04
POWGRI,201.50,199.15,199.90,204.15,199.00,199.15,2019-10-11 14:04:34,2019-10-11,14,04
ULTCEM,"4,096.10","3,980.55","3,982.00","4,098.80","3,970.00","3,980.55",2019-10-11 14:04:34,2019-10-11,14,04
TECMAH,723.00,710.85,702.50,723.75,698.05,710.85,2019-10-11 14:04:34,2019-10-11,14,04
SUNPHA,384.20,386.95,386.95,388.90,381.60,386.95,2019-10-11 14:04:34,2019-10-11,14,04
ONGC,129.20,125.40,125.45,129.65,125.45,125.40,2019-10-11 14:04:34,2019-10-11,14,04
BAAUTO,"2,905.05","2,888.00","2,878.00","2,924.50","2,878.00","2,888.00",2019-10-11 14:04:34,2019-10-11,14,04
BHARAS,"5,661.10","5,658.30","5,800.00","5,805.80","5,661.10","5,658.30",2019-10-11 14:04:34,2019-10-11,14,04
INDOIL,145.05,148.10,148.00,148.90,140.75,148.10,2019-10-11 14:04:34,2019-10-11,14,04
COALIN,188.15,184.50,185.00,190.20,185.00,184.50,2019-10-11 14:04:34,2019-10-11,14,04
WIPRO,238.90,239.15,237.60,240.00,236.70,239.15,2019-10-11 14:04:34,2019-10-11,14,04
HERHON,"2,610.45","2,601.95","2,618.80","2,634.00","2,568.90","2,601.95",2019-10-11 14:04:34,2019-10-11,14,04
BRIIND,"3,082.00","3,037.45","3,049.00","3,096.90","3,038.10","3,037.45",2019-10-11 14:04:34,2019-10-11,14,04
UNIP,591.50,583.30,582.50,593.00,581.00,583.30,2019-10-11 14:04:34,2019-10-11,14,04
DRREDD,"2,647.00","2,633.45","2,652.35","2,654.85","2,607.80","2,633.45",2019-10-11 14:04:34,2019-10-11,14,04
ADAPOR,407.50,399.95,407.30,408.90,396.10,399.95,2019-10-11 14:04:34,2019-10-11,14,04
GRASIM,699.10,696.15,700.00,705.80,688.25,696.15,2019-10-11 14:04:34,2019-10-11,14,04
VEDLIM,144.60,141.35,142.90,148.20,141.30,141.35,2019-10-11 14:04:34,2019-10-11,14,04
HINDAL,186.45,182.35,184.95,189.05,183.80,182.35,2019-10-11 14:04:34,2019-10-11,14,04
TATSTE,338.00,329.70,333.25,342.50,332.05,329.70,2019-10-11 14:04:34,2019-10-11,14,04
EICMOT,"18,281.40","18,060.05","18,209.20","18,329.75","17,934.00","18,060.05",2019-10-11 14:04:34,2019-10-11,14,04
GAIL,125.20,127.40,127.40,128.60,124.70,127.40,2019-10-11 14:04:34,2019-10-11,14,04
JSWSTE,217.00,213.80,215.50,220.80,212.80,213.80,2019-10-11 14:04:34,2019-10-11,14,04
BHAINF,257.60,256.70,256.70,258.10,252.60,256.70,2019-10-11 14:04:34,2019-10-11,14,04
CIPLA,436.40,422.25,425.00,441.60,389.55,422.25,2019-10-11 14:04:34,2019-10-11,14,04
TATMOT,121.10,116.90,117.70,121.50,117.25,116.90,2019-10-11 14:04:34,2019-10-11,14,04
ZEEENT,244.00,244.95,246.00,249.30,235.10,244.95,2019-10-11 14:04:34,2019-10-11,14,04
YESBAN,39.45,40.95,41.00,41.95,37.00,40.95,2019-10-11 14:04:34,2019-10-11,14,04
BSESEN,"38,064.32","37,880.40","37,994.48","38,345.41","37,737.85","37,880.40",2019-10-11 14:36:06,2019-10-11,14,36
HDFBAN,"1,199.70","1,199.95","1,213.00","1,224.10","1,189.10","1,199.95",2019-10-11 14:36:06,2019-10-11,14,36
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,2019-10-11 14:36:06,2019-10-11,14,36
HDFC,"2,005.65","1,987.75","2,000.00","2,024.90","1,980.80","1,987.75",2019-10-11 14:36:06,2019-10-11,14,36
