NAME,LTP,DC,DO,DH,DL,PDC,DATE_TIME,DATE_TODAY,HOUR,MIN
ULTCEM,"4,327.65","4,257.40","4,260.00","4,363.80","4,256.90","4,257.40",2019-10-18 11:22:13,2019-10-18,11,22
TECMAH,729.00,726.25,724.85,732.15,723.05,726.25,2019-10-18 11:22:13,2019-10-18,11,22
SUNPHA,402.55,401.40,401.60,402.75,397.80,401.40,2019-10-18 11:22:13,2019-10-18,11,22
ONGC,141.25,141.35,141.00,143.00,140.00,141.35,2019-10-18 11:22:13,2019-10-18,11,22
BAAUTO,"3,095.00","3,110.30","3,120.00","3,123.45","3,085.00","3,110.30",2019-10-18 11:22:13,2019-10-18,11,22
BHARAS,"6,090.40","6,053.45","6,078.50","6,144.15","6,066.00","6,053.45",2019-10-18 11:22:13,2019-10-18,11,22
INDOIL,146.30,146.45,147.65,147.65,145.95,146.45,2019-10-18 11:22:13,2019-10-18,11,22
COALIN,205.10,199.35,199.00,205.60,197.90,199.35,2019-10-18 11:22:13,2019-10-18,11,22
WIPRO,249.60,248.05,248.10,250.65,248.10,248.05,2019-10-18 11:22:13,2019-10-18,11,22
HERHON,"2,636.10","2,628.60","2,629.00","2,661.65","2,615.10","2,628.60",2019-10-18 11:22:13,2019-10-18,11,22
BRIIND,"3,246.70","3,245.20","3,244.00","3,257.00","3,224.50","3,245.20",2019-10-18 11:22:13,2019-10-18,11,22
UNIP,594.25,592.40,591.70,597.20,589.00,592.40,2019-10-18 11:22:13,2019-10-18,11,22
DRREDD,"2,727.60","2,726.65","2,722.50","2,744.25","2,711.00","2,726.65",2019-10-18 11:22:13,2019-10-18,11,22
ADAPOR,412.25,408.95,410.00,413.70,408.45,408.95,2019-10-18 11:22:13,2019-10-18,11,22
GRASIM,728.95,724.75,724.75,732.45,718.00,724.75,2019-10-18 11:22:13,2019-10-18,11,22
VEDLIM,150.35,148.15,148.30,152.15,148.00,148.15,2019-10-18 11:22:13,2019-10-18,11,22
HINDAL,188.65,188.85,189.00,191.25,186.85,188.85,2019-10-18 11:22:13,2019-10-18,11,22
TATSTE,354.75,355.65,355.65,359.60,351.80,355.65,2019-10-18 11:22:13,2019-10-18,11,22
EICMOT,"20,200.00","20,518.00","20,550.15","20,668.60","20,036.85","20,518.00",2019-10-18 11:22:13,2019-10-18,11,22
GAIL,128.45,128.70,128.90,130.30,127.85,128.70,2019-10-18 11:22:13,2019-10-18,11,22
JSWSTE,222.50,223.35,223.90,224.40,220.65,223.35,2019-10-18 11:22:13,2019-10-18,11,22
BHAINF,260.75,257.20,257.50,260.75,254.45,257.20,2019-10-18 11:22:13,2019-10-18,11,22
CIPLA,444.85,446.30,448.15,448.75,442.65,446.30,2019-10-18 11:22:13,2019-10-18,11,22
TATMOT,137.80,138.15,140.00,141.80,135.55,138.15,2019-10-18 11:22:13,2019-10-18,11,22
ZEEENT,245.95,264.70,247.95,262.80,243.20,264.70,2019-10-18 11:22:13,2019-10-18,11,22
YESBAN,49.80,47.40,46.80,51.80,46.00,47.40,2019-10-18 11:22:13,2019-10-18,11,22
BSESEN,"39,211.67","39,052.06","39,087.83","39,261.20","38,963.60","39,052.06",2019-10-18 11:53:35,2019-10-18,11,53
HDFBAN,"1,223.40","1,220.80","1,222.30","1,233.85","1,220.75","1,220.80",2019-10-18 11:53:35,2019-10-18,11,53
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,2019-10-18 11:53:35,2019-10-18,11,53
HDFC,"2,081.00","2,088.20","2,095.00","2,095.00","2,065.00","2,088.20",2019-10-18 11:53:35,2019-10-18,11,53
INFTEC,770.00,769.10,766.65,773.60,760.10,769.10,2019-10-18 11:53:35,2019-10-18,11,53
ICIBAN,438.50,440.55,438.40,441.10,435.35,440.55,2019-10-18 11:53:35,2019-10-18,11,53
ITC,247.00,245.85,246.50,247.75,245.00,245.85,2019-10-18 11:53:35,2019-10-18,11,53
TCS,"2,052.70","2,030.70","2,038.00","2,058.00","2,025.10","2,030.70",2019-10-18 11:53:35,2019-10-18,11,53
KOTMAH,"1,605.60","1,603.95","1,603.95","1,614.05","1,591.05","1,603.95",2019-10-18 11:53:35,2019-10-18,11,53
LARTOU,"1,449.75","1,424.25","1,428.00","1,455.45","1,425.80","1,424.25",2019-10-18 11:53:35,2019-10-18,11,53
HINLEV,"2,102.00","2,103.60","2,100.00","2,115.85","2,091.00","2,103.60",2019-10-18 11:53:35,2019-10-18,11,53
AXIBAN,708.15,710.55,710.90,714.75,705.70,710.55,2019-10-18 11:53:35,2019-10-18,11,53
STABAN,267.60,265.45,264.50,269.90,263.50,265.45,2019-10-18 11:53:35,2019-10-18,11,53
BAJFI,"4,147.00","4,105.20","4,120.00","4,200.00","4,082.80","4,105.20",2019-10-18 11:53:35,2019-10-18,11,53
MARUTI,"7,200.00","7,123.10","7,105.00","7,234.65","7,062.95","7,123.10",2019-10-18 11:53:35,2019-10-18,11,53
INDBA,"1,326.55","1,339.80","1,338.00","1,338.00","1,317.50","1,339.80",2019-10-18 11:53:35,2019-10-18,11,53
ASIPAI,"1,813.90","1,812.95","1,812.95","1,823.85","1,788.70","1,812.95",2019-10-18 11:53:35,2019-10-18,11,53
BHAAIR,383.65,385.75,385.00,385.00,380.50,385.75,2019-10-18 11:53:35,2019-10-18,11,53
HCLTEC,"1,101.60","1,092.90","1,103.00","1,104.00","1,088.25","1,092.90",2019-10-18 11:53:35,2019-10-18,11,53
TITIND,"1,287.50","1,276.85","1,287.70","1,288.50","1,274.40","1,276.85",2019-10-18 11:53:35,2019-10-18,11,53
MAHMAH,585.65,593.15,589.75,592.35,584.00,593.15,2019-10-18 11:53:35,2019-10-18,11,53
BAFINS,"8,327.15","8,295.65","8,362.00","8,440.00","8,282.45","8,295.65",2019-10-18 11:53:35,2019-10-18,11,53
NTPC,120.00,118.60,119.80,121.50,118.50,118.60,2019-10-18 11:53:35,2019-10-18,11,53
NESIND,"14,584.50","14,512.75","14,510.00","14,654.40","14,392.35","14,512.75",2019-10-18 11:53:35,2019-10-18,11,53
POWGRI,199.40,197.70,197.00,201.00,197.00,197.70,2019-10-18 11:53:35,2019-10-18,11,53
ULTCEM,"4,325.00","4,257.40","4,260.00","4,363.80","4,256.90","4,257.40",2019-10-18 11:53:35,2019-10-18,11,53
TECMAH,736.60,726.25,724.85,737.40,723.05,726.25,2019-10-18 11:53:35,2019-10-18,11,53
SUNPHA,401.70,401.40,401.60,404.00,397.80,401.40,2019-10-18 11:53:35,2019-10-18,11,53
ONGC,141.60,141.35,141.00,143.00,140.00,141.35,2019-10-18 11:53:35,2019-10-18,11,53
BAAUTO,"3,088.00","3,110.30","3,120.00","3,123.45","3,085.00","3,110.30",2019-10-18 11:53:35,2019-10-18,11,53
BHARAS,"6,090.40","6,053.45","6,078.50","6,144.15","6,066.00","6,053.45",2019-10-18 11:53:35,2019-10-18,11,53
INDOIL,146.50,146.45,147.65,147.65,145.95,146.45,2019-10-18 11:53:35,2019-10-18,11,53
COALIN,204.90,199.35,199.00,205.60,197.90,199.35,2019-10-18 11:53:35,2019-10-18,11,53
WIPRO,249.40,248.05,248.10,250.65,248.10,248.05,2019-10-18 11:53:35,2019-10-18,11,53
HERHON,"2,631.00","2,628.60","2,629.00","2,661.65","2,615.10","2,628.60",2019-10-18 11:53:35,2019-10-18,11,53
BRIIND,"3,240.55","3,245.20","3,244.00","3,257.00","3,224.50","3,245.20",2019-10-18 11:53:35,2019-10-18,11,53
UNIP,599.65,592.40,591.70,599.95,589.00,592.40,2019-10-18 11:53:35,2019-10-18,11,53
DRREDD,"2,719.00","2,726.65","2,722.50","2,744.25","2,711.00","2,726.65",2019-10-18 11:53:35,2019-10-18,11,53
ADAPOR,419.50,408.95,410.00,419.80,408.45,408.95,2019-10-18 11:53:35,2019-10-18,11,53
GRASIM,736.30,724.75,724.75,737.30,718.00,724.75,2019-10-18 11:53:35,2019-10-18,11,53
VEDLIM,150.35,148.15,148.30,152.15,148.00,148.15,2019-10-18 11:53:35,2019-10-18,11,53
HINDAL,188.70,188.85,189.00,191.25,186.85,188.85,2019-10-18 11:53:35,2019-10-18,11,53
TATSTE,356.50,355.65,355.65,359.60,351.80,355.65,2019-10-18 11:53:35,2019-10-18,11,53
EICMOT,"20,300.00","20,518.00","20,550.15","20,668.60","20,036.85","20,518.00",2019-10-18 11:53:35,2019-10-18,11,53
GAIL,128.90,128.70,128.90,130.30,127.85,128.70,2019-10-18 11:53:35,2019-10-18,11,53
JSWSTE,223.20,223.35,223.90,224.40,220.65,223.35,2019-10-18 11:53:35,2019-10-18,11,53
BHAINF,262.05,257.20,257.50,262.50,254.45,257.20,2019-10-18 11:53:35,2019-10-18,11,53
CIPLA,445.00,446.30,448.15,448.75,442.65,446.30,2019-10-18 11:53:35,2019-10-18,11,53
TATMOT,138.60,138.15,140.00,141.80,135.55,138.15,2019-10-18 11:53:35,2019-10-18,11,53
ZEEENT,244.50,264.70,247.95,262.80,243.20,264.70,2019-10-18 11:53:35,2019-10-18,11,53
YESBAN,50.15,47.40,46.80,51.80,46.00,47.40,2019-10-18 11:53:35,2019-10-18,11,53
BSESEN,"39,260.58","39,052.06","39,087.83","39,291.88","38,963.60","39,052.06",2019-10-18 12:25:02,2019-10-18,12,25
HDFBAN,"1,228.05","1,220.80","1,222.30","1,233.85","1,220.75","1,220.80",2019-10-18 12:25:02,2019-10-18,12,25
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,2019-10-18 12:25:02,2019-10-18,12,25
HDFC,"2,085.60","2,088.20","2,095.00","2,095.00","2,065.00","2,088.20",2019-10-18 12:25:02,2019-10-18,12,25
INFTEC,768.70,769.10,766.65,773.60,760.10,769.10,2019-10-18 12:25:02,2019-10-18,12,25
ICIBAN,439.60,440.55,438.40,441.10,435.35,440.55,2019-10-18 12:25:02,2019-10-18,12,25
ITC,246.60,245.85,246.50,247.75,245.00,245.85,2019-10-18 12:25:02,2019-10-18,12,25
TCS,"2,045.60","2,030.70","2,038.00","2,058.00","2,025.10","2,030.70",2019-10-18 12:25:02,2019-10-18,12,25
KOTMAH,"1,606.60","1,603.95","1,603.95","1,614.05","1,591.05","1,603.95",2019-10-18 12:25:02,2019-10-18,12,25
LARTOU,"1,451.85","1,424.25","1,428.00","1,455.45","1,425.80","1,424.25",2019-10-18 12:25:02,2019-10-18,12,25
HINLEV,"2,100.90","2,103.60","2,100.00","2,115.85","2,091.00","2,103.60",2019-10-18 12:25:02,2019-10-18,12,25
AXIBAN,710.80,710.55,710.90,714.75,705.70,710.55,2019-10-18 12:25:02,2019-10-18,12,25
STABAN,269.05,265.45,264.50,269.90,263.50,265.45,2019-10-18 12:25:02,2019-10-18,12,25
BAJFI,"4,137.25","4,105.20","4,120.00","4,200.00","4,082.80","4,105.20",2019-10-18 12:25:02,2019-10-18,12,25
MARUTI,"7,202.20","7,123.10","7,105.00","7,234.65","7,062.95","7,123.10",2019-10-18 12:25:02,2019-10-18,12,25
INDBA,"1,332.70","1,339.80","1,338.00","1,338.00","1,317.50","1,339.80",2019-10-18 12:25:02,2019-10-18,12,25
ASIPAI,"1,814.10","1,812.95","1,812.95","1,823.85","1,788.70","1,812.95",2019-10-18 12:25:02,2019-10-18,12,25
BHAAIR,384.15,385.75,385.00,385.00,380.50,385.75,2019-10-18 12:25:02,2019-10-18,12,25
HCLTEC,"1,100.00","1,092.90","1,103.00","1,104.00","1,088.25","1,092.90",2019-10-18 12:25:02,2019-10-18,12,25
TITIND,"1,287.00","1,276.85","1,287.70","1,289.90","1,274.40","1,276.85",2019-10-18 12:25:02,2019-10-18,12,25
MAHMAH,587.10,593.15,589.75,592.35,584.00,593.15,2019-10-18 12:25:02,2019-10-18,12,25
BAFINS,"8,310.25","8,295.65","8,362.00","8,440.00","8,282.45","8,295.65",2019-10-18 12:25:02,2019-10-18,12,25
NTPC,119.90,118.60,119.80,121.50,118.50,118.60,2019-10-18 12:25:02,2019-10-18,12,25
NESIND,"14,604.00","14,512.75","14,510.00","14,654.40","14,392.35","14,512.75",2019-10-18 12:25:02,2019-10-18,12,25
POWGRI,200.10,197.70,197.00,201.00,197.00,197.70,2019-10-18 12:25:02,2019-10-18,12,25
ULTCEM,"4,331.50","4,257.40","4,260.00","4,363.80","4,256.90","4,257.40",2019-10-18 12:25:02,2019-10-18,12,25
TECMAH,734.20,726.25,724.85,737.40,723.05,726.25,2019-10-18 12:25:02,2019-10-18,12,25
SUNPHA,401.70,401.40,401.60,404.00,397.80,401.40,2019-10-18 12:25:02,2019-10-18,12,25
ONGC,141.55,141.35,141.00,143.00,140.00,141.35,2019-10-18 12:25:02,2019-10-18,12,25
BAAUTO,"3,088.75","3,110.30","3,120.00","3,123.45","3,085.00","3,110.30",2019-10-18 12:25:02,2019-10-18,12,25
BHARAS,"6,057.65","6,053.45","6,078.50","6,144.15","6,050.35","6,053.45",2019-10-18 12:25:02,2019-10-18,12,25
INDOIL,146.60,146.45,147.65,147.65,145.95,146.45,2019-10-18 12:25:02,2019-10-18,12,25
COALIN,204.50,199.35,199.00,205.60,197.90,199.35,2019-10-18 12:25:02,2019-10-18,12,25
WIPRO,249.00,248.05,248.10,250.65,248.10,248.05,2019-10-18 12:25:02,2019-10-18,12,25
HERHON,"2,633.60","2,628.60","2,629.00","2,661.65","2,609.00","2,628.60",2019-10-18 12:25:02,2019-10-18,12,25
BRIIND,"3,242.75","3,245.20","3,244.00","3,257.00","3,224.50","3,245.20",2019-10-18 12:25:02,2019-10-18,12,25
UNIP,600.05,592.40,591.70,603.60,589.00,592.40,2019-10-18 12:25:02,2019-10-18,12,25
DRREDD,"2,718.10","2,726.65","2,722.50","2,744.25","2,711.00","2,726.65",2019-10-18 12:25:02,2019-10-18,12,25
ADAPOR,421.85,408.95,410.00,422.10,408.45,408.95,2019-10-18 12:25:02,2019-10-18,12,25
GRASIM,739.50,724.75,724.75,741.15,718.00,724.75,2019-10-18 12:25:02,2019-10-18,12,25
VEDLIM,151.60,148.15,148.30,152.15,148.00,148.15,2019-10-18 12:25:02,2019-10-18,12,25
HINDAL,189.50,188.85,189.00,191.25,186.85,188.85,2019-10-18 12:25:02,2019-10-18,12,25
TATSTE,359.55,355.65,355.65,360.25,351.80,355.65,2019-10-18 12:25:02,2019-10-18,12,25
EICMOT,"20,339.95","20,518.00","20,550.15","20,668.60","20,036.85","20,518.00",2019-10-18 12:25:02,2019-10-18,12,25
GAIL,129.20,128.70,128.90,130.30,127.85,128.70,2019-10-18 12:25:02,2019-10-18,12,25
JSWSTE,224.90,223.35,223.90,225.05,220.65,223.35,2019-10-18 12:25:02,2019-10-18,12,25
BHAINF,261.15,257.20,257.50,262.50,254.45,257.20,2019-10-18 12:25:02,2019-10-18,12,25
CIPLA,447.65,446.30,448.15,448.75,442.65,446.30,2019-10-18 12:25:02,2019-10-18,12,25
TATMOT,138.20,138.15,140.00,141.80,135.55,138.15,2019-10-18 12:25:02,2019-10-18,12,25
ZEEENT,247.10,264.70,247.95,262.80,239.85,264.70,2019-10-18 12:25:02,2019-10-18,12,25
YESBAN,50.90,47.40,46.80,51.80,46.00,47.40,2019-10-18 12:25:02,2019-10-18,12,25
BSESEN,"39,230.35","39,052.06","39,087.83","39,291.88","38,963.60","39,052.06",2019-10-18 12:56:29,2019-10-18,12,56
HDFBAN,"1,225.00","1,220.80","1,222.30","1,233.85","1,220.75","1,220.80",2019-10-18 12:56:29,2019-10-18,12,56
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,2019-10-18 12:56:29,2019-10-18,12,56
HDFC,"2,081.40","2,088.20","2,095.00","2,095.00","2,065.00","2,088.20",2019-10-18 12:56:29,2019-10-18,12,56
INFTEC,769.05,769.10,766.65,773.60,760.10,769.10,2019-10-18 12:56:29,2019-10-18,12,56
ICIBAN,438.70,440.55,438.40,441.10,435.35,440.55,2019-10-18 12:56:29,2019-10-18,12,56
ITC,246.25,245.85,246.50,247.75,245.00,245.85,2019-10-18 12:56:29,2019-10-18,12,56
TCS,"2,045.50","2,030.70","2,038.00","2,058.00","2,025.10","2,030.70",2019-10-18 12:56:29,2019-10-18,12,56
KOTMAH,"1,603.10","1,603.95","1,603.95","1,614.05","1,591.05","1,603.95",2019-10-18 12:56:29,2019-10-18,12,56
LARTOU,"1,447.60","1,424.25","1,428.00","1,456.50","1,425.80","1,424.25",2019-10-18 12:56:29,2019-10-18,12,56
HINLEV,"2,101.00","2,103.60","2,100.00","2,115.85","2,091.00","2,103.60",2019-10-18 12:56:29,2019-10-18,12,56
AXIBAN,710.35,710.55,710.90,714.75,705.70,710.55,2019-10-18 12:56:29,2019-10-18,12,56
STABAN,269.45,265.45,264.50,269.90,263.50,265.45,2019-10-18 12:56:29,2019-10-18,12,56
BAJFI,"4,139.65","4,105.20","4,120.00","4,200.00","4,082.80","4,105.20",2019-10-18 12:56:29,2019-10-18,12,56
MARUTI,"7,224.65","7,123.10","7,105.00","7,234.65","7,062.95","7,123.10",2019-10-18 12:56:29,2019-10-18,12,56
INDBA,"1,334.00","1,339.80","1,338.00","1,338.00","1,317.50","1,339.80",2019-10-18 12:56:29,2019-10-18,12,56
ASIPAI,"1,808.50","1,812.95","1,812.95","1,823.85","1,788.70","1,812.95",2019-10-18 12:56:29,2019-10-18,12,56
BHAAIR,384.60,385.75,385.00,386.15,380.50,385.75,2019-10-18 12:56:29,2019-10-18,12,56
HCLTEC,"1,099.95","1,092.90","1,103.00","1,104.00","1,088.25","1,092.90",2019-10-18 12:56:29,2019-10-18,12,56
TITIND,"1,289.60","1,276.85","1,287.70","1,293.95","1,274.40","1,276.85",2019-10-18 12:56:29,2019-10-18,12,56
MAHMAH,589.40,593.15,589.75,592.35,584.00,593.15,2019-10-18 12:56:29,2019-10-18,12,56
BAFINS,"8,292.75","8,295.65","8,362.00","8,440.00","8,281.60","8,295.65",2019-10-18 12:56:29,2019-10-18,12,56
NTPC,120.00,118.60,119.80,121.50,118.50,118.60,2019-10-18 12:56:29,2019-10-18,12,56
NESIND,"14,696.70","14,512.75","14,510.00","14,710.45","14,392.35","14,512.75",2019-10-18 12:56:29,2019-10-18,12,56
POWGRI,201.50,197.70,197.00,201.70,197.00,197.70,2019-10-18 12:56:29,2019-10-18,12,56
ULTCEM,"4,316.55","4,257.40","4,260.00","4,363.80","4,256.90","4,257.40",2019-10-18 12:56:29,2019-10-18,12,56
TECMAH,735.15,726.25,724.85,737.40,723.05,726.25,2019-10-18 12:56:29,2019-10-18,12,56
SUNPHA,403.75,401.40,401.60,404.00,397.80,401.40,2019-10-18 12:56:29,2019-10-18,12,56
ONGC,141.85,141.35,141.00,143.00,140.00,141.35,2019-10-18 12:56:29,2019-10-18,12,56
BAAUTO,"3,085.00","3,110.30","3,120.00","3,123.45","3,076.20","3,110.30",2019-10-18 12:56:29,2019-10-18,12,56
BHARAS,"6,057.65","6,053.45","6,078.50","6,144.15","6,050.35","6,053.45",2019-10-18 12:56:29,2019-10-18,12,56
INDOIL,146.55,146.45,147.65,147.65,145.95,146.45,2019-10-18 12:56:29,2019-10-18,12,56
COALIN,204.70,199.35,199.00,205.60,197.90,199.35,2019-10-18 12:56:29,2019-10-18,12,56
WIPRO,249.25,248.05,248.10,250.65,248.10,248.05,2019-10-18 12:56:29,2019-10-18,12,56
HERHON,"2,648.25","2,628.60","2,629.00","2,661.65","2,609.00","2,628.60",2019-10-18 12:56:29,2019-10-18,12,56
BRIIND,"3,241.10","3,245.20","3,244.00","3,257.00","3,224.50","3,245.20",2019-10-18 12:56:29,2019-10-18,12,56
UNIP,599.75,592.40,591.70,603.60,589.00,592.40,2019-10-18 12:56:29,2019-10-18,12,56
DRREDD,"2,731.00","2,726.65","2,722.50","2,744.25","2,711.00","2,726.65",2019-10-18 12:56:29,2019-10-18,12,56
ADAPOR,421.70,408.95,410.00,422.30,408.45,408.95,2019-10-18 12:56:29,2019-10-18,12,56
GRASIM,739.75,724.75,724.75,741.45,718.00,724.75,2019-10-18 12:56:29,2019-10-18,12,56
VEDLIM,151.00,148.15,148.30,152.15,148.00,148.15,2019-10-18 12:56:29,2019-10-18,12,56
HINDAL,188.20,188.85,189.00,191.25,186.85,188.85,2019-10-18 12:56:29,2019-10-18,12,56
TATSTE,358.90,355.65,355.65,360.25,351.80,355.65,2019-10-18 12:56:29,2019-10-18,12,56
EICMOT,"20,317.70","20,518.00","20,550.15","20,668.60","20,036.85","20,518.00",2019-10-18 12:56:29,2019-10-18,12,56
GAIL,128.85,128.70,128.90,130.30,127.85,128.70,2019-10-18 12:56:29,2019-10-18,12,56
JSWSTE,224.50,223.35,223.90,225.05,220.65,223.35,2019-10-18 12:56:29,2019-10-18,12,56
BHAINF,261.45,257.20,257.50,262.50,254.45,257.20,2019-10-18 12:56:29,2019-10-18,12,56
CIPLA,448.90,446.30,448.15,450.80,442.65,446.30,2019-10-18 12:56:29,2019-10-18,12,56
TATMOT,138.55,138.15,140.00,141.80,135.55,138.15,2019-10-18 12:56:29,2019-10-18,12,56
ZEEENT,254.30,264.70,247.95,262.80,239.85,264.70,2019-10-18 12:56:29,2019-10-18,12,56
YESBAN,50.70,47.40,46.80,51.80,46.00,47.40,2019-10-18 12:56:29,2019-10-18,12,56
BSESEN,"39,247.14","39,052.06","39,087.83","39,291.88","38,963.60","39,052.06",2019-10-18 13:27:55,2019-10-18,13,27
HDFBAN,"1,226.45","1,220.80","1,222.30","1,233.85","1,220.75","1,220.80",2019-10-18 13:27:55,2019-10-18,13,27
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,2019-10-18 13:27:55,2019-10-18,13,27
HDFC,"2,078.10","2,088.20","2,095.00","2,095.00","2,065.00","2,088.20",2019-10-18 13:27:55,2019-10-18,13,27
INFTEC,769.00,769.10,766.65,773.60,760.10,769.10,2019-10-18 13:27:55,2019-10-18,13,27
ICIBAN,439.45,440.55,438.40,441.10,435.35,440.55,2019-10-18 13:27:55,2019-10-18,13,27
ITC,246.10,245.85,246.50,247.75,245.00,245.85,2019-10-18 13:27:55,2019-10-18,13,27
TCS,"2,045.00","2,030.70","2,038.00","2,058.00","2,025.10","2,030.70",2019-10-18 13:27:55,2019-10-18,13,27
KOTMAH,"1,603.60","1,603.95","1,603.95","1,614.05","1,591.05","1,603.95",2019-10-18 13:27:55,2019-10-18,13,27
LARTOU,"1,450.75","1,424.25","1,428.00","1,456.50","1,425.80","1,424.25",2019-10-18 13:27:55,2019-10-18,13,27
HINLEV,"2,105.95","2,103.60","2,100.00","2,115.85","2,091.00","2,103.60",2019-10-18 13:27:55,2019-10-18,13,27
AXIBAN,708.05,710.55,710.90,714.75,705.70,710.55,2019-10-18 13:27:55,2019-10-18,13,27
STABAN,268.75,265.45,264.50,269.90,263.50,265.45,2019-10-18 13:27:55,2019-10-18,13,27
BAJFI,"4,142.25","4,105.20","4,120.00","4,200.00","4,082.80","4,105.20",2019-10-18 13:27:55,2019-10-18,13,27
MARUTI,"7,212.95","7,123.10","7,105.00","7,234.65","7,062.95","7,123.10",2019-10-18 13:27:55,2019-10-18,13,27
INDBA,"1,352.20","1,339.80","1,338.00","1,356.95","1,317.50","1,339.80",2019-10-18 13:27:55,2019-10-18,13,27
ASIPAI,"1,806.50","1,812.95","1,812.95","1,823.85","1,788.70","1,812.95",2019-10-18 13:27:55,2019-10-18,13,27
BHAAIR,383.85,385.75,385.00,386.15,380.50,385.75,2019-10-18 13:27:55,2019-10-18,13,27
HCLTEC,"1,101.15","1,092.90","1,103.00","1,104.00","1,088.25","1,092.90",2019-10-18 13:27:55,2019-10-18,13,27
TITIND,"1,291.45","1,276.85","1,287.70","1,293.95","1,274.40","1,276.85",2019-10-18 13:27:55,2019-10-18,13,27
MAHMAH,590.70,593.15,589.75,592.35,584.00,593.15,2019-10-18 13:27:55,2019-10-18,13,27
BAFINS,"8,299.00","8,295.65","8,362.00","8,440.00","8,270.00","8,295.65",2019-10-18 13:27:55,2019-10-18,13,27
NTPC,119.75,118.60,119.80,121.50,118.50,118.60,2019-10-18 13:27:55,2019-10-18,13,27
NESIND,"14,700.75","14,512.75","14,510.00","14,710.45","14,392.35","14,512.75",2019-10-18 13:27:55,2019-10-18,13,27
POWGRI,200.95,197.70,197.00,201.70,197.00,197.70,2019-10-18 13:27:55,2019-10-18,13,27
ULTCEM,"4,325.50","4,257.40","4,260.00","4,363.80","4,256.90","4,257.40",2019-10-18 13:27:55,2019-10-18,13,27
TECMAH,733.75,726.25,724.85,737.40,723.05,726.25,2019-10-18 13:27:55,2019-10-18,13,27
SUNPHA,403.20,401.40,401.60,404.30,397.80,401.40,2019-10-18 13:27:55,2019-10-18,13,27
ONGC,141.15,141.35,141.00,143.00,140.00,141.35,2019-10-18 13:27:55,2019-10-18,13,27
BAAUTO,"3,085.50","3,110.30","3,120.00","3,123.45","3,076.20","3,110.30",2019-10-18 13:27:55,2019-10-18,13,27
BHARAS,"6,057.65","6,053.45","6,078.50","6,144.15","6,050.35","6,053.45",2019-10-18 13:27:55,2019-10-18,13,27
INDOIL,146.20,146.45,147.65,147.65,145.95,146.45,2019-10-18 13:27:55,2019-10-18,13,27
COALIN,204.90,199.35,199.00,205.60,197.90,199.35,2019-10-18 13:27:55,2019-10-18,13,27
WIPRO,249.05,248.05,248.10,250.65,248.10,248.05,2019-10-18 13:27:55,2019-10-18,13,27
HERHON,"2,643.50","2,628.60","2,629.00","2,661.65","2,609.00","2,628.60",2019-10-18 13:27:55,2019-10-18,13,27
BRIIND,"3,247.05","3,245.20","3,244.00","3,257.00","3,224.50","3,245.20",2019-10-18 13:27:55,2019-10-18,13,27
UNIP,599.90,592.40,591.70,603.60,589.00,592.40,2019-10-18 13:27:55,2019-10-18,13,27
DRREDD,"2,725.00","2,726.65","2,722.50","2,744.25","2,711.00","2,726.65",2019-10-18 13:27:55,2019-10-18,13,27
ADAPOR,420.75,408.95,410.00,422.30,408.45,408.95,2019-10-18 13:27:55,2019-10-18,13,27
GRASIM,740.20,724.75,724.75,741.45,718.00,724.75,2019-10-18 13:27:55,2019-10-18,13,27
VEDLIM,150.40,148.15,148.30,152.15,148.00,148.15,2019-10-18 13:27:55,2019-10-18,13,27
HINDAL,187.45,188.85,189.00,191.25,186.85,188.85,2019-10-18 13:27:55,2019-10-18,13,27
TATSTE,358.60,355.65,355.65,360.25,351.80,355.65,2019-10-18 13:27:55,2019-10-18,13,27
EICMOT,"20,317.45","20,518.00","20,550.15","20,668.60","20,036.85","20,518.00",2019-10-18 13:27:55,2019-10-18,13,27
GAIL,128.30,128.70,128.90,130.30,127.85,128.70,2019-10-18 13:27:55,2019-10-18,13,27
JSWSTE,223.65,223.35,223.90,225.05,220.65,223.35,2019-10-18 13:27:55,2019-10-18,13,27
BHAINF,259.30,257.20,257.50,262.50,254.45,257.20,2019-10-18 13:27:55,2019-10-18,13,27
CIPLA,447.30,446.30,448.15,450.80,442.65,446.30,2019-10-18 13:27:55,2019-10-18,13,27
TATMOT,137.80,138.15,140.00,141.80,135.55,138.15,2019-10-18 13:27:55,2019-10-18,13,27
ZEEENT,253.10,264.70,247.95,262.80,239.85,264.70,2019-10-18 13:27:55,2019-10-18,13,27
YESBAN,50.35,47.40,46.80,51.80,46.00,47.40,2019-10-18 13:27:55,2019-10-18,13,27
BSESEN,"39,310.34","39,052.06","39,087.83","39,338.42","38,963.60","39,052.06",2019-10-18 13:59:24,2019-10-18,13,59
HDFBAN,"1,226.25","1,220.80","1,222.30","1,233.85","1,220.75","1,220.80",2019-10-18 13:59:24,2019-10-18,13,59
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,2019-10-18 13:59:24,2019-10-18,13,59
HDFC,"2,085.00","2,088.20","2,095.00","2,095.00","2,065.00","2,088.20",2019-10-18 13:59:24,2019-10-18,13,59
