NAME,LTP,DC,DO,DH,DL,PDC,CH,PCH,DV,LTT,WH52,WL52,DATE_TIME,DATE_TODAY,HOUR,MIN
ASIPAI,1816.00,1812.95,1812.95,1823.85,1788.70,1812.95,3.05,+0.17,18646,10:49:57.000,1824.15,1119.60,2019-10-18 10:49:23,2019-10-18,10,49
BHAAIR,382.60,385.75,385.00,385.00,380.50,385.75,-3.15,-0.82,27370,10:49:57.000,396.55,264.41,2019-10-18 10:49:23,2019-10-18,10,49
HCLTEC,1095.30,1092.90,1103.00,1103.00,1088.25,1092.90,2.40,+0.22,7147,10:50:01.000,1190.00,920.15,2019-10-18 10:49:23,2019-10-18,10,49
TITIND,1284.20,1276.85,1287.70,1287.70,1274.40,1276.85,7.35,+0.58,9069,10:50:02.000,1345.55,766.65,2019-10-18 10:49:23,2019-10-18,10,49
MAHMAH,587.30,593.15,589.75,592.35,586.15,593.15,-5.85,-0.99,26017,10:50:03.000,814.00,502.85,2019-10-18 10:49:23,2019-10-18,10,49
BAFINS,8382.25,8295.65,8362.00,8440.00,8282.45,8295.65,86.60,+1.04,7601,10:50:06.000,8668.65,4960.00,2019-10-18 10:49:23,2019-10-18,10,49
NTPC,119.65,118.60,119.80,121.50,118.50,118.60,1.05,+0.89,127777,10:50:08.000,145.85,106.71,2019-10-18 10:49:23,2019-10-18,10,49
NESIND,14612.25,14512.75,14510.00,14654.40,14392.35,14512.75,99.50,+0.69,989,10:50:10.000,14606.60,9205.00,2019-10-18 10:49:23,2019-10-18,10,49
POWGRI,199.65,197.70,197.00,201.00,197.00,197.70,1.95,+0.99,26664,10:50:10.000,216.20,173.05,2019-10-18 10:49:23,2019-10-18,10,49
ULTCEM,4337.55,4257.40,4260.00,4363.80,4256.90,4257.40,80.15,+1.88,7652,10:50:11.000,4903.90,3263.70,2019-10-18 10:49:23,2019-10-18,10,49
TECMAH,729.00,726.25,724.85,732.15,723.05,726.25,2.75,+0.38,13326,10:50:13.000,846.00,607.90,2019-10-18 10:49:23,2019-10-18,10,49
SUNPHA,399.35,401.40,401.60,402.30,397.80,401.40,-2.05,-0.51,53851,10:50:14.000,616.50,350.40,2019-10-18 10:49:23,2019-10-18,10,49
ONGC,142.05,141.35,141.00,143.00,140.00,141.35,0.70,+0.50,106111,10:50:15.000,178.95,115.55,2019-10-18 10:49:23,2019-10-18,10,49
BAAUTO,3098.00,3110.30,3120.00,3123.45,3085.00,3110.30,-12.30,-0.40,5204,10:50:17.000,3145.55,2400.00,2019-10-18 10:49:23,2019-10-18,10,49
BHARAS,6140.00,6053.45,6078.50,6144.15,6066.00,6053.45,86.55,+1.43,58,10:49:45.000,6539.00,3352.10,2019-10-18 10:49:23,2019-10-18,10,49
INDOIL,146.70,146.45,147.65,147.65,145.95,146.45,0.25,+0.17,145277,10:50:21.000,170.40,116.10,2019-10-18 10:49:23,2019-10-18,10,49
COALIN,205.45,199.35,199.00,205.50,197.90,199.35,6.10,+3.06,236753,10:50:23.000,288.30,177.80,2019-10-18 10:49:23,2019-10-18,10,49
WIPRO,249.45,248.05,248.10,250.65,248.10,248.05,1.40,+0.56,58849,10:50:26.000,301.55,220.50,2019-10-18 10:49:23,2019-10-18,10,49
HERHON,2643.90,2628.60,2629.00,2661.65,2615.10,2628.60,15.30,+0.58,9659,10:50:28.000,3382.70,2228.25,2019-10-18 10:49:23,2019-10-18,10,49
BRIIND,3247.20,3245.20,3244.00,3257.00,3224.50,3245.20,2.00,+0.06,2905,10:50:28.000,3443.90,2302.00,2019-10-18 10:49:23,2019-10-18,10,49
UNIP,593.05,592.40,591.70,597.20,589.00,592.40,0.65,+0.11,19786,10:50:31.000,709.25,390.53,2019-10-18 10:49:23,2019-10-18,10,49
DRREDD,2717.65,2726.65,2722.50,2744.25,2711.00,2726.65,-9.00,-0.33,1832,10:50:32.000,2965.20,2065.30,2019-10-18 10:49:23,2019-10-18,10,49
ADAPOR,412.45,408.95,410.00,413.35,408.45,408.95,3.50,+0.86,30883,10:50:31.000,430.00,293.95,2019-10-18 10:49:23,2019-10-18,10,49
GRASIM,727.00,724.75,724.75,732.45,718.00,724.75,2.25,+0.31,16762,10:50:35.000,958.55,635.60,2019-10-18 10:49:23,2019-10-18,10,49
VEDLIM,150.55,148.15,148.30,152.15,148.00,148.15,2.40,+1.62,386964,10:50:37.000,228.00,125.70,2019-10-18 10:49:23,2019-10-18,10,49
HINDAL,188.50,188.85,189.00,191.25,186.85,188.85,-0.35,-0.19,96996,10:50:39.000,246.00,171.25,2019-10-18 10:49:23,2019-10-18,10,49
TATSTE,355.40,355.65,355.65,359.60,351.80,355.65,-0.25,-0.07,368514,10:50:42.000,610.00,320.30,2019-10-18 10:49:23,2019-10-18,10,49
EICMOT,20245.85,20518.00,20550.15,20668.60,20036.85,20518.00,-272.15,-1.33,9981,10:50:44.000,25300.00,15196.95,2019-10-18 10:49:23,2019-10-18,10,49
GAIL,128.90,128.70,128.90,130.30,127.85,128.70,0.20,+0.16,69264,10:50:45.000,190.98,119.65,2019-10-18 10:49:23,2019-10-18,10,49
JSWSTE,221.70,223.35,223.90,224.40,220.65,223.35,-1.65,-0.74,132748,10:50:47.000,378.05,201.90,2019-10-18 10:49:23,2019-10-18,10,49
BHAINF,260.25,257.20,257.50,260.25,254.45,257.20,3.05,+1.19,16247,10:50:42.000,333.80,238.70,2019-10-18 10:49:23,2019-10-18,10,49
CIPLA,443.40,446.30,448.15,448.75,442.65,446.30,-2.90,-0.65,25947,10:50:40.000,646.25,389.55,2019-10-18 10:49:23,2019-10-18,10,49
TATMOT,137.20,138.15,140.00,141.80,135.55,138.15,-0.95,-0.69,2173060,10:50:51.000,239.30,106.00,2019-10-18 10:49:23,2019-10-18,10,49
ZEEENT,251.30,264.70,247.95,262.80,247.95,264.70,-13.40,-5.06,817135,10:50:51.000,506.10,203.70,2019-10-18 10:49:23,2019-10-18,10,49
YESBAN,50.85,47.40,46.80,51.80,46.00,47.40,3.45,+7.28,14277363,10:50:53.000,285.90,29.05,2019-10-18 10:49:23,2019-10-18,10,49
BSESEN,39232.98,39052.06,39087.83,39261.20,38963.60,39052.06,180.92,+0.46,NA,10:50:54.502,NA,NA,2019-10-18 10:50:54,2019-10-18,10,50
HDFBAN,1230.15,1220.80,1222.30,1233.85,1222.30,1220.80,9.35,+0.77,48992,10:50:56.000,1285.00,942.20,2019-10-18 10:50:54,2019-10-18,10,50
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-18 10:50:54,2019-10-18,10,50
HDFC,2078.30,2088.20,2095.00,2095.00,2065.00,2088.20,-9.90,-0.47,18465,10:50:57.000,2357.00,1646.00,2019-10-18 10:50:54,2019-10-18,10,50
INFTEC,766.90,769.10,766.65,769.25,760.10,769.10,-2.20,-0.29,124803,10:51:01.000,847.40,600.65,2019-10-18 10:50:54,2019-10-18,10,50
ICIBAN,437.90,440.55,438.40,441.10,435.35,440.55,-2.65,-0.60,177878,10:51:03.000,458.45,310.30,2019-10-18 10:50:54,2019-10-18,10,50
ITC,247.65,245.85,246.50,247.65,245.00,245.85,1.80,+0.73,117661,10:51:05.000,310.00,234.10,2019-10-18 10:50:54,2019-10-18,10,50
TCS,2044.75,2030.70,2038.00,2046.00,2025.10,2030.70,14.05,+0.69,24628,10:51:07.000,2296.00,1784.00,2019-10-18 10:50:54,2019-10-18,10,50
KOTMAH,1605.20,1603.95,1603.95,1614.05,1591.05,1603.95,1.25,+0.08,21116,10:51:10.000,1682.40,1099.00,2019-10-18 10:50:54,2019-10-18,10,50
LARTOU,1450.00,1424.25,1428.00,1455.45,1425.80,1424.25,25.75,+1.81,69141,10:51:11.000,1606.70,1183.40,2019-10-18 10:50:54,2019-10-18,10,50
HINLEV,2111.90,2103.60,2100.00,2114.00,2091.00,2103.60,8.30,+0.39,18434,10:51:10.000,2108.00,1522.00,2019-10-18 10:50:54,2019-10-18,10,50
AXIBAN,708.70,710.55,710.90,714.75,705.70,710.55,-1.85,-0.26,93402,10:51:13.000,826.55,534.15,2019-10-18 10:50:54,2019-10-18,10,50
STABAN,268.00,265.45,264.50,269.90,263.50,265.45,2.55,+0.96,851944,10:51:13.000,373.70,244.35,2019-10-18 10:50:54,2019-10-18,10,50
BAJFI,4160.80,4105.20,4120.00,4200.00,4082.80,4105.20,55.60,+1.35,46190,10:51:16.000,4115.25,2000.80,2019-10-18 10:50:54,2019-10-18,10,50
MARUTI,7206.90,7123.10,7105.00,7234.65,7062.95,7123.10,83.80,+1.18,25192,10:51:18.000,7929.00,5447.00,2019-10-18 10:50:54,2019-10-18,10,50
INDBA,1325.75,1339.80,1338.00,1338.00,1320.35,1339.80,-14.05,-1.05,54713,10:51:19.000,1835.00,1192.00,2019-10-18 10:50:54,2019-10-18,10,50
ASIPAI,1814.90,1812.95,1812.95,1823.85,1788.70,1812.95,1.95,+0.11,18686,10:51:22.000,1824.15,1119.60,2019-10-18 10:50:54,2019-10-18,10,50
BHAAIR,382.80,385.75,385.00,385.00,380.50,385.75,-2.95,-0.76,27895,10:51:23.000,396.55,264.41,2019-10-18 10:50:54,2019-10-18,10,50
HCLTEC,1095.30,1092.90,1103.00,1103.00,1088.25,1092.90,2.40,+0.22,7147,10:51:23.000,1190.00,920.15,2019-10-18 10:50:54,2019-10-18,10,50
TITIND,1283.10,1276.85,1287.70,1287.70,1274.40,1276.85,6.25,+0.49,9096,10:51:28.000,1345.55,766.65,2019-10-18 10:50:54,2019-10-18,10,50
MAHMAH,587.30,593.15,589.75,592.35,586.15,593.15,-5.85,-0.99,26177,10:51:30.000,814.00,502.85,2019-10-18 10:50:54,2019-10-18,10,50
BAFINS,8383.45,8295.65,8362.00,8440.00,8282.45,8295.65,87.80,+1.06,7634,10:51:28.000,8668.65,4960.00,2019-10-18 10:50:54,2019-10-18,10,50
NTPC,119.70,118.60,119.80,121.50,118.50,118.60,1.10,+0.93,128510,10:51:34.000,145.85,106.71,2019-10-18 10:50:54,2019-10-18,10,50
NESIND,14612.25,14512.75,14510.00,14654.40,14392.35,14512.75,99.50,+0.69,989,10:51:33.000,14606.60,9205.00,2019-10-18 10:50:54,2019-10-18,10,50
POWGRI,199.70,197.70,197.00,201.00,197.00,197.70,2.00,+1.01,26865,10:51:33.000,216.20,173.05,2019-10-18 10:50:54,2019-10-18,10,50
ULTCEM,4334.40,4257.40,4260.00,4363.80,4256.90,4257.40,77.00,+1.81,7693,10:51:40.000,4903.90,3263.70,2019-10-18 10:50:54,2019-10-18,10,50
TECMAH,729.20,726.25,724.85,732.15,723.05,726.25,2.95,+0.41,13423,10:51:42.000,846.00,607.90,2019-10-18 10:50:54,2019-10-18,10,50
SUNPHA,399.35,401.40,401.60,402.30,397.80,401.40,-2.05,-0.51,53851,10:51:43.000,616.50,350.40,2019-10-18 10:50:54,2019-10-18,10,50
ONGC,141.80,141.35,141.00,143.00,140.00,141.35,0.45,+0.32,108320,10:51:43.000,178.95,115.55,2019-10-18 10:50:54,2019-10-18,10,50
BAAUTO,3095.30,3110.30,3120.00,3123.45,3085.00,3110.30,-15.00,-0.48,5281,10:51:45.000,3145.55,2400.00,2019-10-18 10:50:54,2019-10-18,10,50
BHARAS,6140.00,6053.45,6078.50,6144.15,6066.00,6053.45,86.55,+1.43,58,10:50:34.000,6539.00,3352.10,2019-10-18 10:50:54,2019-10-18,10,50
INDOIL,146.70,146.45,147.65,147.65,145.95,146.45,0.25,+0.17,147527,10:51:49.000,170.40,116.10,2019-10-18 10:50:54,2019-10-18,10,50
COALIN,205.15,199.35,199.00,205.60,197.90,199.35,5.80,+2.91,240425,10:51:50.000,288.30,177.80,2019-10-18 10:50:54,2019-10-18,10,50
WIPRO,249.35,248.05,248.10,250.65,248.10,248.05,1.30,+0.52,59365,10:51:50.000,301.55,220.50,2019-10-18 10:50:54,2019-10-18,10,50
HERHON,2643.90,2628.60,2629.00,2661.65,2615.10,2628.60,15.30,+0.58,9659,10:51:56.000,3382.70,2228.25,2019-10-18 10:50:54,2019-10-18,10,50
BRIIND,3247.20,3245.20,3244.00,3257.00,3224.50,3245.20,2.00,+0.06,2905,10:51:55.000,3443.90,2302.00,2019-10-18 10:50:54,2019-10-18,10,50
UNIP,592.50,592.40,591.70,597.20,589.00,592.40,0.10,+0.02,19798,10:51:57.000,709.25,390.53,2019-10-18 10:50:54,2019-10-18,10,50
DRREDD,2717.60,2726.65,2722.50,2744.25,2711.00,2726.65,-9.05,-0.33,1905,10:51:57.000,2965.20,2065.30,2019-10-18 10:50:54,2019-10-18,10,50
ADAPOR,412.50,408.95,410.00,413.35,408.45,408.95,3.55,+0.87,31106,10:52:03.000,430.00,293.95,2019-10-18 10:50:54,2019-10-18,10,50
GRASIM,727.00,724.75,724.75,732.45,718.00,724.75,2.25,+0.31,16762,10:52:04.000,958.55,635.60,2019-10-18 10:50:54,2019-10-18,10,50
VEDLIM,150.65,148.15,148.30,152.15,148.00,148.15,2.50,+1.69,388265,10:52:05.000,228.00,125.70,2019-10-18 10:50:54,2019-10-18,10,50
HINDAL,188.60,188.85,189.00,191.25,186.85,188.85,-0.25,-0.13,97076,10:52:09.000,246.00,171.25,2019-10-18 10:50:54,2019-10-18,10,50
TATSTE,355.30,355.65,355.65,359.60,351.80,355.65,-0.35,-0.10,369919,10:52:11.000,610.00,320.30,2019-10-18 10:50:54,2019-10-18,10,50
EICMOT,20203.65,20518.00,20550.15,20668.60,20036.85,20518.00,-314.35,-1.53,10045,10:52:13.000,25300.00,15196.95,2019-10-18 10:50:54,2019-10-18,10,50
GAIL,128.90,128.70,128.90,130.30,127.85,128.70,0.20,+0.16,69450,10:52:15.000,190.98,119.65,2019-10-18 10:50:54,2019-10-18,10,50
JSWSTE,221.80,223.35,223.90,224.40,220.65,223.35,-1.55,-0.69,133084,10:52:17.000,378.05,201.90,2019-10-18 10:50:54,2019-10-18,10,50
BHAINF,260.25,257.20,257.50,260.25,254.45,257.20,3.05,+1.19,16247,10:52:19.000,333.80,238.70,2019-10-18 10:50:54,2019-10-18,10,50
CIPLA,442.90,446.30,448.15,448.75,442.65,446.30,-3.40,-0.76,26132,10:52:19.000,646.25,389.55,2019-10-18 10:50:54,2019-10-18,10,50
TATMOT,137.00,138.15,140.00,141.80,135.55,138.15,-1.15,-0.83,2181306,10:52:21.000,239.30,106.00,2019-10-18 10:50:54,2019-10-18,10,50
ZEEENT,251.40,264.70,247.95,262.80,247.95,264.70,-13.30,-5.02,826936,10:52:24.000,506.10,203.70,2019-10-18 10:50:54,2019-10-18,10,50
YESBAN,50.70,47.40,46.80,51.80,46.00,47.40,3.30,+6.96,14344597,10:52:25.000,285.90,29.05,2019-10-18 10:50:54,2019-10-18,10,50
BSESEN,39222.51,39052.06,39087.83,39261.20,38963.60,39052.06,170.45,+0.44,NA,10:52:27.639,NA,NA,2019-10-18 10:52:25,2019-10-18,10,52
HDFBAN,1230.25,1220.80,1222.30,1233.85,1222.30,1220.80,9.45,+0.77,49102,10:52:30.000,1285.00,942.20,2019-10-18 10:52:25,2019-10-18,10,52
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-18 10:52:25,2019-10-18,10,52
HDFC,2080.75,2088.20,2095.00,2095.00,2065.00,2088.20,-7.45,-0.36,18483,10:52:34.000,2357.00,1646.00,2019-10-18 10:52:25,2019-10-18,10,52
INFTEC,766.95,769.10,766.65,769.25,760.10,769.10,-2.15,-0.28,125496,10:52:35.000,847.40,600.65,2019-10-18 10:52:25,2019-10-18,10,52
ICIBAN,437.90,440.55,438.40,441.10,435.35,440.55,-2.65,-0.60,178038,10:52:35.000,458.45,310.30,2019-10-18 10:52:25,2019-10-18,10,52
ITC,247.50,245.85,246.50,247.75,245.00,245.85,1.65,+0.67,120282,10:52:37.000,310.00,234.10,2019-10-18 10:52:25,2019-10-18,10,52
TCS,2043.80,2030.70,2038.00,2046.00,2025.10,2030.70,13.10,+0.65,24676,10:52:39.000,2296.00,1784.00,2019-10-18 10:52:25,2019-10-18,10,52
KOTMAH,1603.45,1603.95,1603.95,1614.05,1591.05,1603.95,-0.50,-0.03,21663,10:52:41.000,1682.40,1099.00,2019-10-18 10:52:25,2019-10-18,10,52
LARTOU,1449.60,1424.25,1428.00,1455.45,1425.80,1424.25,25.35,+1.78,69443,10:52:41.000,1606.70,1183.40,2019-10-18 10:52:25,2019-10-18,10,52
HINLEV,2114.10,2103.60,2100.00,2115.00,2091.00,2103.60,10.50,+0.50,18761,10:52:43.000,2108.00,1522.00,2019-10-18 10:52:25,2019-10-18,10,52
AXIBAN,708.30,710.55,710.90,714.75,705.70,710.55,-2.25,-0.32,93795,10:52:45.000,826.55,534.15,2019-10-18 10:52:25,2019-10-18,10,52
STABAN,267.90,265.45,264.50,269.90,263.50,265.45,2.45,+0.92,855769,10:52:46.000,373.70,244.35,2019-10-18 10:52:25,2019-10-18,10,52
BAJFI,4159.00,4105.20,4120.00,4200.00,4082.80,4105.20,53.80,+1.31,46339,10:52:48.000,4115.25,2000.80,2019-10-18 10:52:25,2019-10-18,10,52
MARUTI,7195.40,7123.10,7105.00,7234.65,7062.95,7123.10,72.30,+1.02,25535,10:52:49.000,7929.00,5447.00,2019-10-18 10:52:25,2019-10-18,10,52
INDBA,1325.00,1339.80,1338.00,1338.00,1320.35,1339.80,-14.80,-1.10,55057,10:52:50.000,1835.00,1192.00,2019-10-18 10:52:25,2019-10-18,10,52
ASIPAI,1813.40,1812.95,1812.95,1823.85,1788.70,1812.95,0.45,+0.02,18751,10:52:51.000,1824.15,1119.60,2019-10-18 10:52:25,2019-10-18,10,52
BHAAIR,382.60,385.75,385.00,385.00,380.50,385.75,-3.15,-0.82,28160,10:52:52.000,396.55,264.41,2019-10-18 10:52:25,2019-10-18,10,52
HCLTEC,1095.95,1092.90,1103.00,1103.00,1088.25,1092.90,3.05,+0.28,7262,10:52:56.000,1190.00,920.15,2019-10-18 10:52:25,2019-10-18,10,52
TITIND,1283.30,1276.85,1287.70,1287.70,1274.40,1276.85,6.45,+0.51,9146,10:52:56.000,1345.55,766.65,2019-10-18 10:52:25,2019-10-18,10,52
MAHMAH,587.35,593.15,589.75,592.35,586.15,593.15,-5.80,-0.98,26792,10:52:57.000,814.00,502.85,2019-10-18 10:52:25,2019-10-18,10,52
BAFINS,8377.00,8295.65,8362.00,8440.00,8282.45,8295.65,81.35,+0.98,7647,10:52:58.000,8668.65,4960.00,2019-10-18 10:52:25,2019-10-18,10,52
NTPC,119.70,118.60,119.80,121.50,118.50,118.60,1.10,+0.93,128510,10:52:52.000,145.85,106.71,2019-10-18 10:52:25,2019-10-18,10,52
NESIND,14610.70,14512.75,14510.00,14654.40,14392.35,14512.75,97.95,+0.67,1035,10:53:02.000,14606.60,9205.00,2019-10-18 10:52:25,2019-10-18,10,52
POWGRI,199.60,197.70,197.00,201.00,197.00,197.70,1.90,+0.96,27089,10:53:03.000,216.20,173.05,2019-10-18 10:52:25,2019-10-18,10,52
ULTCEM,4337.00,4257.40,4260.00,4363.80,4256.90,4257.40,79.60,+1.87,7701,10:53:06.000,4903.90,3263.70,2019-10-18 10:52:25,2019-10-18,10,52
TECMAH,729.15,726.25,724.85,732.15,723.05,726.25,2.90,+0.40,13492,10:53:06.000,846.00,607.90,2019-10-18 10:52:25,2019-10-18,10,52
SUNPHA,399.40,401.40,401.60,402.30,397.80,401.40,-2.00,-0.50,54033,10:53:08.000,616.50,350.40,2019-10-18 10:52:25,2019-10-18,10,52
ONGC,141.70,141.35,141.00,143.00,140.00,141.35,0.35,+0.25,109693,10:53:09.000,178.95,115.55,2019-10-18 10:52:25,2019-10-18,10,52
BAAUTO,3095.95,3110.30,3120.00,3123.45,3085.00,3110.30,-14.35,-0.46,5316,10:53:11.000,3145.55,2400.00,2019-10-18 10:52:25,2019-10-18,10,52
BHARAS,6140.00,6053.45,6078.50,6144.15,6066.00,6053.45,86.55,+1.43,58,10:50:34.000,6539.00,3352.10,2019-10-18 10:52:25,2019-10-18,10,52
INDOIL,146.65,146.45,147.65,147.65,145.95,146.45,0.20,+0.14,147537,10:53:15.000,170.40,116.10,2019-10-18 10:52:25,2019-10-18,10,52
COALIN,205.05,199.35,199.00,205.60,197.90,199.35,5.70,+2.86,242774,10:53:19.000,288.30,177.80,2019-10-18 10:52:25,2019-10-18,10,52
WIPRO,249.35,248.05,248.10,250.65,248.10,248.05,1.30,+0.52,59544,10:53:19.000,301.55,220.50,2019-10-18 10:52:25,2019-10-18,10,52
HERHON,2645.75,2628.60,2629.00,2661.65,2615.10,2628.60,17.15,+0.65,9831,10:53:19.000,3382.70,2228.25,2019-10-18 10:52:25,2019-10-18,10,52
BRIIND,3247.20,3245.20,3244.00,3257.00,3224.50,3245.20,2.00,+0.06,2905,10:53:21.000,3443.90,2302.00,2019-10-18 10:52:25,2019-10-18,10,52
UNIP,592.45,592.40,591.70,597.20,589.00,592.40,0.05,+0.01,19919,10:53:22.000,709.25,390.53,2019-10-18 10:52:25,2019-10-18,10,52
DRREDD,2717.60,2726.65,2722.50,2744.25,2711.00,2726.65,-9.05,-0.33,1905,10:53:14.000,2965.20,2065.30,2019-10-18 10:52:25,2019-10-18,10,52
ADAPOR,412.80,408.95,410.00,413.35,408.45,408.95,3.85,+0.94,31344,10:53:26.000,430.00,293.95,2019-10-18 10:52:25,2019-10-18,10,52
GRASIM,727.60,724.75,724.75,732.45,718.00,724.75,2.85,+0.39,16962,10:53:27.000,958.55,635.60,2019-10-18 10:52:25,2019-10-18,10,52
VEDLIM,150.70,148.15,148.30,152.15,148.00,148.15,2.55,+1.72,388535,10:53:29.000,228.00,125.70,2019-10-18 10:52:25,2019-10-18,10,52
HINDAL,188.45,188.85,189.00,191.25,186.85,188.85,-0.40,-0.21,97710,10:53:31.000,246.00,171.25,2019-10-18 10:52:25,2019-10-18,10,52
TATSTE,355.55,355.65,355.65,359.60,351.80,355.65,-0.10,-0.03,371036,10:53:34.000,610.00,320.30,2019-10-18 10:52:25,2019-10-18,10,52
EICMOT,20272.40,20518.00,20550.15,20668.60,20036.85,20518.00,-245.60,-1.20,10064,10:53:34.000,25300.00,15196.95,2019-10-18 10:52:25,2019-10-18,10,52
GAIL,128.90,128.70,128.90,130.30,127.85,128.70,0.20,+0.16,70140,10:53:37.000,190.98,119.65,2019-10-18 10:52:25,2019-10-18,10,52
JSWSTE,222.15,223.35,223.90,224.40,220.65,223.35,-1.20,-0.54,141196,10:53:40.000,378.05,201.90,2019-10-18 10:52:25,2019-10-18,10,52
BHAINF,260.25,257.20,257.50,260.25,254.45,257.20,3.05,+1.19,16247,10:53:41.000,333.80,238.70,2019-10-18 10:52:25,2019-10-18,10,52
CIPLA,443.00,446.30,448.15,448.75,442.65,446.30,-3.30,-0.74,26286,10:53:42.000,646.25,389.55,2019-10-18 10:52:25,2019-10-18,10,52
TATMOT,137.10,138.15,140.00,141.80,135.55,138.15,-1.05,-0.76,2185950,10:53:47.000,239.30,106.00,2019-10-18 10:52:25,2019-10-18,10,52
ZEEENT,251.65,264.70,247.95,262.80,247.95,264.70,-13.05,-4.93,830963,10:53:49.000,506.10,203.70,2019-10-18 10:52:25,2019-10-18,10,52
YESBAN,50.90,47.40,46.80,51.80,46.00,47.40,3.50,+7.38,14380679,10:53:49.000,285.90,29.05,2019-10-18 10:52:25,2019-10-18,10,52
BSESEN,39209.86,39052.06,39087.83,39261.20,38963.60,39052.06,157.80,+0.40,NA,10:53:51.763,NA,NA,2019-10-18 10:53:50,2019-10-18,10,53
HDFBAN,1230.50,1220.80,1222.30,1233.85,1222.30,1220.80,9.70,+0.79,49302,10:53:52.000,1285.00,942.20,2019-10-18 10:53:50,2019-10-18,10,53
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-18 10:53:50,2019-10-18,10,53
HDFC,2080.00,2088.20,2095.00,2095.00,2065.00,2088.20,-8.20,-0.39,18499,10:53:54.000,2357.00,1646.00,2019-10-18 10:53:50,2019-10-18,10,53
INFTEC,766.60,769.10,766.65,769.25,760.10,769.10,-2.50,-0.33,125715,10:53:56.000,847.40,600.65,2019-10-18 10:53:50,2019-10-18,10,53
ICIBAN,437.60,440.55,438.40,441.10,435.35,440.55,-2.95,-0.67,178288,10:53:58.000,458.45,310.30,2019-10-18 10:53:50,2019-10-18,10,53
ITC,247.25,245.85,246.50,247.75,245.00,245.85,1.40,+0.57,121887,10:53:59.000,310.00,234.10,2019-10-18 10:53:50,2019-10-18,10,53
TCS,2046.00,2030.70,2038.00,2046.00,2025.10,2030.70,15.30,+0.75,24947,10:54:02.000,2296.00,1784.00,2019-10-18 10:53:50,2019-10-18,10,53
KOTMAH,1603.60,1603.95,1603.95,1614.05,1591.05,1603.95,-0.35,-0.02,23673,10:54:05.000,1682.40,1099.00,2019-10-18 10:53:50,2019-10-18,10,53
LARTOU,1449.15,1424.25,1428.00,1455.45,1425.80,1424.25,24.90,+1.75,69522,10:54:06.000,1606.70,1183.40,2019-10-18 10:53:50,2019-10-18,10,53
HINLEV,2113.10,2103.60,2100.00,2115.00,2091.00,2103.60,9.50,+0.45,18891,10:54:08.000,2108.00,1522.00,2019-10-18 10:53:50,2019-10-18,10,53
AXIBAN,707.95,710.55,710.90,714.75,705.70,710.55,-2.60,-0.37,93796,10:54:09.000,826.55,534.15,2019-10-18 10:53:50,2019-10-18,10,53
STABAN,267.85,265.45,264.50,269.90,263.50,265.45,2.40,+0.90,861978,10:54:10.000,373.70,244.35,2019-10-18 10:53:50,2019-10-18,10,53
BAJFI,4156.00,4105.20,4120.00,4200.00,4082.80,4105.20,50.80,+1.24,46347,10:54:11.000,4115.25,2000.80,2019-10-18 10:53:50,2019-10-18,10,53
MARUTI,7186.00,7123.10,7105.00,7234.65,7062.95,7123.10,62.90,+0.88,25794,10:54:13.000,7929.00,5447.00,2019-10-18 10:53:50,2019-10-18,10,53
INDBA,1324.00,1339.80,1338.00,1338.00,1320.35,1339.80,-15.80,-1.18,55130,10:54:14.000,1835.00,1192.00,2019-10-18 10:53:50,2019-10-18,10,53
ASIPAI,1812.55,1812.95,1812.95,1823.85,1788.70,1812.95,-0.40,-0.02,18780,10:54:15.000,1824.15,1119.60,2019-10-18 10:53:50,2019-10-18,10,53
BHAAIR,382.50,385.75,385.00,385.00,380.50,385.75,-3.25,-0.84,28325,10:54:18.000,396.55,264.41,2019-10-18 10:53:50,2019-10-18,10,53
HCLTEC,1095.95,1092.90,1103.00,1103.00,1088.25,1092.90,3.05,+0.28,7262,10:54:19.000,1190.00,920.15,2019-10-18 10:53:50,2019-10-18,10,53
TITIND,1283.30,1276.85,1287.70,1287.70,1274.40,1276.85,6.45,+0.51,9146,10:54:20.000,1345.55,766.65,2019-10-18 10:53:50,2019-10-18,10,53
MAHMAH,586.55,593.15,589.75,592.35,586.15,593.15,-6.60,-1.11,28423,10:54:21.000,814.00,502.85,2019-10-18 10:53:50,2019-10-18,10,53
BAFINS,8372.00,8295.65,8362.00,8440.00,8282.45,8295.65,76.35,+0.92,7658,10:54:24.000,8668.65,4960.00,2019-10-18 10:53:50,2019-10-18,10,53
NTPC,119.40,118.60,119.80,121.50,118.50,118.60,0.80,+0.67,130304,10:54:24.000,145.85,106.71,2019-10-18 10:53:50,2019-10-18,10,53
NESIND,14602.00,14512.75,14510.00,14654.40,14392.35,14512.75,89.25,+0.61,1040,10:54:22.000,14606.60,9205.00,2019-10-18 10:53:50,2019-10-18,10,53
POWGRI,199.40,197.70,197.00,201.00,197.00,197.70,1.70,+0.86,27309,10:54:21.000,216.20,173.05,2019-10-18 10:53:50,2019-10-18,10,53
